title,link,date
Le Parti socialiste cultive sa fibre  écologiste,https://www.lemonde.fr/archives/article/2000/02/08/le-parti-socialiste-cultive-sa-fibre-ecologiste_3585596_1819218.html,08-02-2000
"Alain Godard, président d'Aventis  Agriculture - « Il faut que les     organismes  génétiquement modifiés soient  autorisés »",https://www.lemonde.fr/archives/article/2000/02/08/alain-godard-president-d-aventis-agriculture-il-faut-que-les-organismes-genetiquement-modifies-soient-autorises_3680123_1819218.html,08-02-2000
Aventis Agriculture veut  créer une nouvelle culture d'entreprise,https://www.lemonde.fr/archives/article/2000/02/08/aventis-agriculture-veut-creer-une-nouvelle-culture-d-entreprise_3680122_1819218.html,08-02-2000
Les agriculteurs manifestent contre Mme Voynet,https://www.lemonde.fr/archives/article/2000/02/09/les-agriculteurs-manifestent-contre-mme-voynet_3586315_1819218.html,09-02-2000
GENÈVE : négociations sur la poursuite de la libéralisation des services et de l'agriculture,https://www.lemonde.fr/archives/article/2000/02/09/geneve-negociations-sur-la-poursuite-de-la-liberalisation-des-services-et-de-l-agriculture_3586786_1819218.html,09-02-2000
OMC : poursuite de la libéralisation des services et de l'agriculture,https://www.lemonde.fr/archives/article/2000/02/09/omc-poursuite-de-la-liberalisation-des-services-et-de-l-agriculture_3586815_1819218.html,09-02-2000
"Nîmes, capitale de la  biographie",https://www.lemonde.fr/archives/article/2000/02/11/nimes-capitale-de-la-biographie_3588039_1819218.html,11-02-2000
Le rôle de la génétique et de  l'alimentation,https://www.lemonde.fr/archives/article/2000/02/13/le-role-de-la-genetique-et-de-l-alimentation_3588708_1819218.html,13-02-2000
La pollution d'un affluent du Danube provoque un désastre écologique,https://www.lemonde.fr/archives/article/2000/02/14/la-pollution-d-un-affluent-du-danube-provoque-un-d-eacute-sastre-eacute-cologique_42596_1819218.html,14-02-2000
Les sportifs français se  plient sans hâte au suivi biologique,https://www.lemonde.fr/archives/article/2000/02/15/les-sportifs-francais-se-plient-sans-hate-au-suivi-biologique_3681305_1819218.html,15-02-2000
La pollution d'un affluent du Danube provoque un  désastre écologique,https://www.lemonde.fr/archives/article/2000/02/15/la-pollution-d-un-affluent-du-danube-provoque-un-desastre-ecologique_3681294_1819218.html,15-02-2000
Deux milliards de  dégâts pour l'agriculture,https://www.lemonde.fr/archives/article/2000/02/15/deux-milliards-de-degats-pour-l-agriculture_3589235_1819218.html,15-02-2000
Le gouvernement cherche un consensus entre chasseurs et écologistes,https://www.lemonde.fr/archives/article/2000/02/16/le-gouvernement-cherche-un-consensus-entre-chasseurs-et-eacute-cologistes_42832_1819218.html,16-02-2000
"La Fox veut apaiser les écologistes thaïlandais, qui protestent violemment contre les  déprédations commises pendant le tournage de  La Plage",https://www.lemonde.fr/archives/article/2000/02/16/la-fox-veut-apaiser-les-ecologistes-thailandais-qui-protestent-violemment-contre-les-depredations-commises-pendant-le-tournage-de-la-plage_3590439_1819218.html,16-02-2000
"Esmeralda, jeune société  australienne à la « fibre écologiste »  récuse toute responsabilité",https://www.lemonde.fr/archives/article/2000/02/16/esmeralda-jeune-societe-australienne-a-la-fibre-ecologiste-recuse-toute-responsabilite_3681366_1819218.html,16-02-2000
L'Europe va aider la Hongrie et la Roumanie à faire face au désastre écologique,https://www.lemonde.fr/archives/article/2000/02/16/l-europe-va-aider-la-hongrie-et-la-roumanie-a-faire-face-au-desastre-ecologique_3589881_1819218.html,16-02-2000
Le gouvernement cherche un consensus entre chasseurs et écologistes,https://www.lemonde.fr/archives/article/2000/02/17/le-gouvernement-cherche-un-consensus-entre-chasseurs-et-ecologistes_3590451_1819218.html,17-02-2000
ROCK : Mirwais sortira début mars un album solo intitulé  Production sur le label Naïve,https://www.lemonde.fr/archives/article/2000/02/19/rock-mirwais-sortira-debut-mars-un-album-solo-intitule-production-sur-le-label-naive_3591645_1819218.html,19-02-2000
La FNSEA critique le ministre de  l'agriculture,https://www.lemonde.fr/archives/article/2000/02/19/la-fnsea-critique-le-ministre-de-l-agriculture_3591164_1819218.html,19-02-2000
FRANZ  JOSEF HAYDN Harmoniemesse - Cantate « Qual dubbio ormai » - Te Deum Hob XXIIIc : 1,https://www.lemonde.fr/archives/article/2000/02/19/franz-josef-haydn-harmoniemesse-cantate-qual-dubbio-ormai-te-deum-hob-xxiiic-1_3591181_1819218.html,19-02-2000
"Décès de CARLOS CHAGAS FILHO, biophysicien  brésilien",https://www.lemonde.fr/archives/article/2000/02/20/deces-de-carlos-chagas-filho-biophysicien-bresilien_3591780_1819218.html,20-02-2000
L'impossible biographie d'un « homme-univers »,https://www.lemonde.fr/archives/article/2000/02/25/l-impossible-biographie-d-un-homme-univers_3683187_1819218.html,25-02-2000
Christian Babusiaux nommé président du Conseil national de  l'alimentation,https://www.lemonde.fr/archives/article/2000/02/26/christian-babusiaux-nomme-president-du-conseil-national-de-l-alimentation_3585154_1819218.html,26-02-2000
Du rôle de la biophysique dans  l'applaudissement synchrone et (ou) chaotique,https://www.lemonde.fr/archives/article/2000/02/26/du-role-de-la-biophysique-dans-l-applaudissement-synchrone-et-ou-chaotique_3585120_1819218.html,26-02-2000
Sept forums et six heures d'écologie  politique,https://www.lemonde.fr/archives/article/2000/02/27/sept-forums-et-six-heures-d-ecologie-politique_3585769_1819218.html,27-02-2000
"Au Salon de l'agriculture, Jacques  Chirac aura trouvé à manger et à lire",https://www.lemonde.fr/archives/article/2000/02/29/au-salon-de-l-agriculture-jacques-chirac-aura-trouve-a-manger-et-a-lire_3586411_1819218.html,29-02-2000
Les différentes familles de  l'écologie politique peinent à engager le dialogue,https://www.lemonde.fr/archives/article/2000/02/29/les-differentes-familles-de-l-ecologie-politique-peinent-a-engager-le-dialogue_3683723_1819218.html,29-02-2000
"AMGEN : le cours de la société américaine de biotechnologies, numéro un mondial, a chuté de 7 %",https://www.lemonde.fr/archives/article/2000/03/01/amgen-le-cours-de-la-societe-americaine-de-biotechnologies-numero-un-mondial-a-chute-de-7_3587017_1819218.html,01-03-2000
L'agriculture biologique a aussi ses incertitudes,https://www.lemonde.fr/archives/article/2000/03/02/l-agriculture-biologique-a-aussi-ses-incertitudes_44826_1819218.html,02-03-2000
EMPLOIS FICTIFS : la constitution de partie civile du militant écologiste parisien Pierre-Alain Brossault jugée recevable,https://www.lemonde.fr/archives/article/2000/03/02/emplois-fictifs-la-constitution-de-partie-civile-du-militant-ecologiste-parisien-pierre-alain-brossault-jugee-recevable_3587568_1819218.html,02-03-2000
La Belgique veut tirer les leçons du scandale qui a  secoué son agriculture,https://www.lemonde.fr/archives/article/2000/03/02/la-belgique-veut-tirer-les-lecons-du-scandale-qui-a-secoue-son-agriculture_3684289_1819218.html,02-03-2000
L'agriculture biologique a aussi ses incertitudes,https://www.lemonde.fr/archives/article/2000/03/03/l-agriculture-biologique-a-aussi-ses-incertitudes_3587671_1819218.html,03-03-2000
"L'agriculture raisonnée, concept d'avenir ?",https://www.lemonde.fr/archives/article/2000/03/04/l-agriculture-raisonn-eacute-e-concept-d-avenir-nbsp_45103_1819218.html,04-03-2000
Michel Field « indésirable » au Salon de  l'agriculture,https://www.lemonde.fr/archives/article/2000/03/04/michel-field-indesirable-au-salon-de-l-agriculture_3590631_1819218.html,04-03-2000
"L'agriculture  raisonnée, concept d'avenir ?",https://www.lemonde.fr/archives/article/2000/03/05/l-agriculture-raisonnee-concept-d-avenir_3589378_1819218.html,05-03-2000
Lionel Jospin s'est acquitté de tous les rituels du  Salon de l'agriculture,https://www.lemonde.fr/archives/article/2000/03/05/lionel-jospin-s-est-acquitte-de-tous-les-rituels-du-salon-de-l-agriculture_3589443_1819218.html,05-03-2000
Les antibiotiques en question,https://www.lemonde.fr/archives/article/2000/03/05/les-antibiotiques-en-question_3589418_1819218.html,05-03-2000
Dominique Voynet évite les agriculteurs au  Salon de l'agriculture,https://www.lemonde.fr/archives/article/2000/03/07/dominique-voynet-evite-les-agriculteurs-au-salon-de-l-agriculture_3588158_1819218.html,07-03-2000
Les écologistes thaïlandais ont promis d'organiser une manifestation anti-DiCaprio à l'occasion de la sortie à Bangkok de  La Plage,https://www.lemonde.fr/archives/article/2000/03/08/les-ecologistes-thailandais-ont-promis-d-organiser-une-manifestation-anti-dicaprio-a-l-occasion-de-la-sortie-a-bangkok-de-la-plage_3590022_1819218.html,08-03-2000
GOUVERNEMENT : Dominique Voynet s'est dite  « victime » et non  « provocatrice » après avoir été huée par la droite pour sa  « visite en catimini » au Salon de l'agriculture,https://www.lemonde.fr/archives/article/2000/03/09/gouvernement-dominique-voynet-s-est-dite-victime-et-non-provocatrice-apres-avoir-ete-huee-par-la-droite-pour-sa-visite-en-catimini-au-salon-de-l-agriculture_3617510_1819218.html,09-03-2000
Un ouvrage biographique idéal,https://www.lemonde.fr/archives/article/2000/03/10/un-ouvrage-biographique-ideal_45907_1819218.html,10-03-2000
SANTÉ :  3 000 habitants de deux quartiers de Saint-Claude ont reçu un traitement antibiotique pour prévenir l'apparition de cas de méningite.,https://www.lemonde.fr/archives/article/2000/03/10/sante-3-000-habitants-de-deux-quartiers-de-saint-claude-ont-recu-un-traitement-antibiotique-pour-prevenir-l-apparition-de-cas-de-meningite_3618104_1819218.html,10-03-2000
Un ouvrage biographique idéal,https://www.lemonde.fr/archives/article/2000/03/11/un-ouvrage-biographique-ideal_3618229_1819218.html,11-03-2000
L'interdiction des boyaux dans  l'alimentation toujours à l'étude,https://www.lemonde.fr/archives/article/2000/03/14/l-interdiction-des-boyaux-dans-l-alimentation-toujours-a-l-etude_3619378_1819218.html,14-03-2000
Le Nasdaq fragilisé par la chute des valeurs de biotechnologie,https://www.lemonde.fr/archives/article/2000/03/15/le-nasdaq-fragilis-eacute-par-la-chute-des-valeurs-de-biotechnologie_46513_1819218.html,15-03-2000
Divergences écologistes,https://www.lemonde.fr/archives/article/2000/03/15/divergences-ecologistes_3619987_1819218.html,15-03-2000
Le Nasdaq fragilisé par la chute des valeurs de  biotechnologie,https://www.lemonde.fr/archives/article/2000/03/16/le-nasdaq-fragilise-par-la-chute-des-valeurs-de-biotechnologie_3620596_1819218.html,16-03-2000
Les dommages  écologiques exclus,https://www.lemonde.fr/archives/article/2000/03/17/les-dommages-ecologiques-exclus_3539194_1819218.html,17-03-2000
M. Glavany face à des agriculteurs de la FNSEA « exaspérés »,https://www.lemonde.fr/archives/article/2000/03/24/m-nbsp-glavany-face-agrave-des-agriculteurs-de-la-fnsea-laquo-nbsp-exasp-eacute-r-eacute-s-nbsp-raquo_47855_1819218.html,24-03-2000
L'écologie :  une métaphysique,https://www.lemonde.fr/archives/article/2000/03/24/l-ecologie-une-metaphysique_3687967_1819218.html,24-03-2000
M. Glavany face à des agriculteurs de  la FNSEA « exaspérés »,https://www.lemonde.fr/archives/article/2000/03/25/m-glavany-face-a-des-agriculteurs-de-la-fnsea-exasperes_3687978_1819218.html,25-03-2000
Les oubliés de  l'agriculture,https://www.lemonde.fr/archives/article/2000/03/26/les-oublies-de-l-agriculture_3615333_1819218.html,26-03-2000
Des milliers de manifestants demandent la restauration de la gynécologie médicale,https://www.lemonde.fr/archives/article/2000/03/27/des-milliers-de-manifestants-demandent-la-restauration-de-la-gyn-eacute-cologie-m-eacute-dicale_48193_1819218.html,27-03-2000
ETATS UNIS : baisse des commandes de biens durables en février 2000,https://www.lemonde.fr/archives/article/2000/03/28/etats-unis-baisse-des-commandes-de-biens-durables-en-fevrier-2000_3616484_1819218.html,28-03-2000
MUSIQUE : Le chef d'orchestre italien Fabio Luisi a été nommé directeur musical du Deutsche Oper de Berlin,https://www.lemonde.fr/archives/article/2000/03/28/musique-le-chef-d-orchestre-italien-fabio-luisi-a-ete-nomme-directeur-musical-du-deutsche-oper-de-berlin_3615922_1819218.html,28-03-2000
Des milliers de manifestants  demandent la restauration de la gynécologie médicale,https://www.lemonde.fr/archives/article/2000/03/28/des-milliers-de-manifestants-demandent-la-restauration-de-la-gynecologie-medicale_3688559_1819218.html,28-03-2000
GRANDE-BRETAGNE : Tony Blair promet une indemnisation aux agriculteurs,https://www.lemonde.fr/archives/article/2000/04/01/grande-bretagne-tony-blair-promet-une-indemnisation-aux-agriculteurs_3618926_1819218.html,01-04-2000
Lionel Jospin défenseur du développement durable,https://www.lemonde.fr/archives/article/2000/04/04/lionel-jospin-d-eacute-fenseur-du-d-eacute-veloppement-durable_49253_1819218.html,04-04-2000
Lionel Jospin  défenseur du développement durable,https://www.lemonde.fr/archives/article/2000/04/05/lionel-jospin-defenseur-du-developpement-durable_3620169_1819218.html,05-04-2000
L'alimentation  des Français,https://www.lemonde.fr/archives/article/2000/04/07/l-alimentation-des-francais_3621360_1819218.html,07-04-2000
"L'agriculture biologique, entre crise de croissance et quête identitaire",https://www.lemonde.fr/archives/article/2000/04/10/l-agriculture-biologique-entre-crise-de-croissance-et-qu-ecirc-te-identitaire_50113_1819218.html,10-04-2000
La filière bio confrontée à une multiplication des enquêtes judiciaires,https://www.lemonde.fr/archives/article/2000/04/10/la-fili-egrave-re-bio-confront-eacute-e-agrave-une-multiplication-des-enqu-ecirc-tes-judiciaires_50111_1819218.html,10-04-2000
EUROPE  : Une agriculture de plus en plus concentrée,https://www.lemonde.fr/archives/article/2000/04/10/europe-une-agriculture-de-plus-en-plus-concentr-eacute-e_50008_1819218.html,10-04-2000
Les paysans indiens découvrent la biodiversité,https://www.lemonde.fr/archives/article/2000/04/10/les-paysans-indiens-d-eacute-couvrent-la-biodiversit-eacute_50000_1819218.html,10-04-2000
La filière bio  confrontée à une multiplication des enquêtes  judiciaires,https://www.lemonde.fr/archives/article/2000/04/11/la-filiere-bio-confrontee-a-une-multiplication-des-enquetes-judiciaires_3680922_1819218.html,11-04-2000
"L'agriculture biologique, entre  crise de croissance et quête identitaire",https://www.lemonde.fr/archives/article/2000/04/11/l-agriculture-biologique-entre-crise-de-croissance-et-quete-identitaire_3680923_1819218.html,11-04-2000
Une agriculture de plus en  plus concentrée,https://www.lemonde.fr/archives/article/2000/04/11/une-agriculture-de-plus-en-plus-concentree_3613681_1819218.html,11-04-2000
Les paysans indiens découvrent la biodiversité,https://www.lemonde.fr/archives/article/2000/04/11/les-paysans-indiens-decouvrent-la-biodiversite_3680938_1819218.html,11-04-2000
LE HAVRE : l'association écologiste Robin des bois a réclamé la  « mise en sécurité » d'une décharge où seraient entreposés des « résidus d'hydrocarbures » provenant d'une raffinerie Total,https://www.lemonde.fr/archives/article/2000/04/12/le-havre-l-association-ecologiste-robin-des-bois-a-reclame-la-mise-en-securite-d-une-decharge-ou-seraient-entreposes-des-residus-d-hydrocarbures-provenant-d-une-raffinerie-total_3614231_1819218.html,12-04-2000
Les valeurs de l'Internet et des  biotechnologies ne séduisent plus les boursiers,https://www.lemonde.fr/archives/article/2000/04/13/les-valeurs-de-l-internet-et-des-biotechnologies-ne-seduisent-plus-les-boursiers_3681454_1819218.html,13-04-2000
DANONE a entamé des discussions avec Yakult Honsha Co Ltd en vue d'une alliance dans le marché des  « probiotiques »,https://www.lemonde.fr/archives/article/2000/04/14/danone-a-entame-des-discussions-avec-yakult-honsha-co-ltd-en-vue-d-une-alliance-dans-le-marche-des-probiotiques_3615422_1819218.html,14-04-2000
"Biochimistes, généticiens et  physiciens préparent la dentisterie du futur",https://www.lemonde.fr/archives/article/2000/04/16/biochimistes-geneticiens-et-physiciens-preparent-la-dentisterie-du-futur_3616626_1819218.html,16-04-2000
L'écologiste russe Alexandre  Nikitine est définitivement acquitté,https://www.lemonde.fr/archives/article/2000/04/19/l-ecologiste-russe-alexandre-nikitine-est-definitivement-acquitte_3617303_1819218.html,19-04-2000
JUSTICE : un agriculteur a avoué le meurtre d'une adolescente de dix-sept ans.,https://www.lemonde.fr/archives/article/2000/04/19/justice-un-agriculteur-a-avoue-le-meurtre-d-une-adolescente-de-dix-sept-ans_3617328_1819218.html,19-04-2000
Les écologistes estiment insuffisant le réhaussement de la digue du Blayais,https://www.lemonde.fr/archives/article/2000/04/21/les-eacute-cologistes-estiment-insuffisant-le-r-eacute-haussement-de-la-digue-du-blayais_51627_1819218.html,21-04-2000
"Kairos, nouveau label de musique  contemporaine",https://www.lemonde.fr/archives/article/2000/04/22/kairos-nouveau-label-de-musique-contemporaine_3619152_1819218.html,22-04-2000
Les écologistes  estiment insuffisant le réhaussement de la digue du Blayais,https://www.lemonde.fr/archives/article/2000/04/22/les-ecologistes-estiment-insuffisant-le-rehaussement-de-la-digue-du-blayais_3619130_1819218.html,22-04-2000
MANIFESTATION : cinq cents à six cents agriculteurs ont manifesté autour du domicile de Bertrand Hervieu,https://www.lemonde.fr/archives/article/2000/04/23/manifestation-cinq-cents-a-six-cents-agriculteurs-ont-manifeste-autour-du-domicile-de-bertrand-hervieu_3619759_1819218.html,23-04-2000
Les descendants des harkis conviés au tourisme écologique en Camargue,https://www.lemonde.fr/archives/article/2000/04/24/les-descendants-des-harkis-convi-eacute-s-au-tourisme-eacute-cologique-en-camargue_51871_1819218.html,24-04-2000
AGRICULTURE : une cinquantaine de vaches mortes de faim et de soif dans une ferme du Nord,https://www.lemonde.fr/archives/article/2000/04/25/agriculture-une-cinquantaine-de-vaches-mortes-de-faim-et-de-soif-dans-une-ferme-du-nord_3620293_1819218.html,25-04-2000
Les descendants des harkis conviés au  tourisme écologique en Camargue,https://www.lemonde.fr/archives/article/2000/04/26/les-descendants-des-harkis-convies-au-tourisme-ecologique-en-camargue_3683910_1819218.html,26-04-2000
"M. Martin, agriculteur  anglais raciste et meurtrier, est devenu un héros",https://www.lemonde.fr/archives/article/2000/04/26/m-martin-agriculteur-anglais-raciste-et-meurtrier-est-devenu-un-heros_3620838_1819218.html,26-04-2000
« La  suractivité biochimique découverte à la cime des  arbres offre de formidables perspectives aux industriels »,https://www.lemonde.fr/archives/article/2000/04/26/la-suractivite-biochimique-decouverte-a-la-cime-des-arbres-offre-de-formidables-perspectives-aux-industriels_3683955_1819218.html,26-04-2000
"ÉTATS-UNIS :  augmentation de 2,6 % des commandes de biens durables",https://www.lemonde.fr/archives/article/2000/04/28/etats-unis-augmentation-de-2-6-des-commandes-de-biens-durables_3622114_1819218.html,28-04-2000
"Olivier Guillotin, âme résistante d'un label soul",https://www.lemonde.fr/archives/article/2000/05/04/olivier-guillotin-acirc-me-r-eacute-sistante-d-un-label-soul_53344_1819218.html,04-05-2000
AGRICULTURE : le ministère de l'agriculture et de la pêche bénéficie de 1 633 millions de francs dans le collectif budgétaire,https://www.lemonde.fr/archives/article/2000/05/04/agriculture-le-ministere-de-l-agriculture-et-de-la-peche-beneficie-de-1-633-millions-de-francs-dans-le-collectif-budgetaire_3614432_1819218.html,04-05-2000
Un éleveur de  bovins des Vosges condamné pour du faux bio,https://www.lemonde.fr/archives/article/2000/05/04/un-eleveur-de-bovins-des-vosges-condamne-pour-du-faux-bio_3614911_1819218.html,04-05-2000
"PCF : Robert Hue a écrit à toutes «  les organisations, associations, syndicats, partis de gauche et écologistes » pour les rencontrer, afin de mettre en place  « des initiatives communes » pour lutter contre les inégalités",https://www.lemonde.fr/archives/article/2000/05/05/pcf-robert-hue-a-ecrit-a-toutes-les-organisations-associations-syndicats-partis-de-gauche-et-ecologistes-pour-les-rencontrer-afin-de-mettre-en-place-des-initiatives-communes-pour-l_3615049_1819218.html,05-05-2000
"PORTRAIT Olivier Guillotin,  âme résistante d'un label soul",https://www.lemonde.fr/archives/article/2000/05/05/portrait-olivier-guillotin-ame-resistante-d-un-label-soul_3683215_1819218.html,05-05-2000
Le militant écologiste Eric Petetin arrêté  à bord d'une voiture volée,https://www.lemonde.fr/archives/article/2000/05/07/le-militant-ecologiste-eric-petetin-arrete-a-bord-d-une-voiture-volee_3616253_1819218.html,07-05-2000
Une croissance durable de l'économie mondiale n'est pas garantie,https://www.lemonde.fr/archives/article/2000/05/08/une-croissance-durable-de-l-eacute-conomie-mondiale-n-est-pas-garantie_58354_1819218.html,08-05-2000
Une croissance durable de l'économie  mondiale n'est pas garantie,https://www.lemonde.fr/archives/article/2000/05/10/une-croissance-durable-de-l-economie-mondiale-n-est-pas-garantie_3685101_1819218.html,10-05-2000
Les pesticides polluent  aussi l'atmosphère,https://www.lemonde.fr/archives/article/2000/05/10/les-pesticides-polluent-aussi-l-atmosphere_3685052_1819218.html,10-05-2000
Les entreprises doutent de l'intérêt  durable d'une devise faible,https://www.lemonde.fr/archives/article/2000/05/11/les-entreprises-doutent-de-l-interet-durable-d-une-devise-faible_3685124_1819218.html,11-05-2000
"LIVRE : Jimmy McDonough biographe de Neil Young réclame au chanteur et guitariste de rock 1,8 million de dollars",https://www.lemonde.fr/archives/article/2000/05/11/livre-jimmy-mcdonough-biographe-de-neil-young-reclame-au-chanteur-et-guitariste-de-rock-1-8-million-de-dollars_3618049_1819218.html,11-05-2000
Les biotechnologies  européennes parviennent au stade industriel,https://www.lemonde.fr/archives/article/2000/05/11/les-biotechnologies-europeennes-parviennent-au-stade-industriel_3618005_1819218.html,11-05-2000
NOVARTIS : alliance dans le secteur des biotechnologies avec la société américaine Vertex,https://www.lemonde.fr/archives/article/2000/05/11/novartis-alliance-dans-le-secteur-des-biotechnologies-avec-la-societe-americaine-vertex_3618547_1819218.html,11-05-2000
Les emplois-jeunes étendus à l'agriculture pour favoriser le retour à la terre,https://www.lemonde.fr/archives/article/2000/05/16/les-emplois-jeunes-eacute-tendus-agrave-l-agriculture-pour-favoriser-le-retour-agrave-la-terre_62025_1819218.html,16-05-2000
"Equis, un label  européen",https://www.lemonde.fr/archives/article/2000/05/16/equis-un-label-europeen_3620982_1819218.html,16-05-2000
Les emplois-jeunes étendus à  l'agriculture pour favoriser le retour à la terre,https://www.lemonde.fr/archives/article/2000/05/17/les-emplois-jeunes-etendus-a-l-agriculture-pour-favoriser-le-retour-a-la-terre_3712791_1819218.html,17-05-2000
« Etatisation du biologique » et lutte contre la mondialisation,https://www.lemonde.fr/archives/article/2000/05/18/laquo-nbsp-etatisation-du-biologique-nbsp-raquo-et-lutte-contre-la-mondialisation_63658_1819218.html,18-05-2000
"L'eau de Maubourguet, fief de M. Glavany, polluée par les pesticides",https://www.lemonde.fr/archives/article/2000/05/19/l-eau-de-maubourguet-fief-de-m-nbsp-glavany-pollu-eacute-e-par-les-pesticides_63736_1819218.html,19-05-2000
